,To,From,Value,Year,Type
8077,Kentucky,Missouri,1047.0,2022,MOE
8078,Louisiana,Missouri,1038.0,2022,MOE
8079,Maine,Missouri,275.0,2022,MOE
8080,Maryland,Missouri,838.0,2022,MOE
8081,Massachusetts,Missouri,2637.0,2022,MOE
8082,Michigan,Missouri,1548.0,2022,MOE
8083,Minnesota,Missouri,1075.0,2022,MOE
8084,Mississippi,Missouri,812.0,2022,MOE
8085,Missouri,Missouri,,2022,MOE
8086,Montana,Missouri,660.0,2022,MOE
8087,Nebraska,Missouri,1586.0,2022,MOE
8088,Nevada,Missouri,900.0,2022,MOE
8089,New Hampshire,Missouri,81.0,2022,MOE
8090,New Jersey,Missouri,261.0,2022,MOE
8091,New Mexico,Missouri,778.0,2022,MOE
8092,New York,Missouri,1553.0,2022,MOE
8093,North Carolina,Missouri,2227.0,2022,MOE
8094,North Dakota,Missouri,192.0,2022,MOE
8095,Ohio,Missouri,1440.0,2022,MOE
8096,Oklahoma,Missouri,1884.0,2022,MOE
8097,Oregon,Missouri,142.0,2022,MOE
8098,Pennsylvania,Missouri,776.0,2022,MOE
8099,Rhode Island,Missouri,933.0,2022,MOE
8100,South Carolina,Missouri,1080.0,2022,MOE
8101,South Dakota,Missouri,680.0,2022,MOE
8102,Tennessee,Missouri,1145.0,2022,MOE
8103,Texas,Missouri,3026.0,2022,MOE
8104,Utah,Missouri,1672.0,2022,MOE
8105,Vermont,Missouri,32.0,2022,MOE
8106,Virginia,Missouri,1083.0,2022,MOE
8107,Washington,Missouri,1940.0,2022,MOE
8108,West Virginia,Missouri,203.0,2022,MOE
8109,Wisconsin,Missouri,1259.0,2022,MOE
8110,Wyoming,Missouri,609.0,2022,MOE
8111,Puerto Rico,Missouri,244.0,2022,MOE
8112,Alabama,Montana,150.0,2022,Estimate
8113,Alaska,Montana,1160.0,2022,Estimate
8114,Arizona,Montana,4455.0,2022,Estimate
8115,Arkansas,Montana,238.0,2022,Estimate
8116,California,Montana,2432.0,2022,Estimate
8117,Colorado,Montana,924.0,2022,Estimate
8118,Connecticut,Montana,40.0,2022,Estimate
8119,Delaware,Montana,0.0,2022,Estimate
8120,District of Columbia ,Montana,0.0,2022,Estimate
8121,Florida,Montana,1302.0,2022,Estimate
8122,Georgia,Montana,966.0,2022,Estimate
8123,Hawaii,Montana,170.0,2022,Estimate
8124,Idaho,Montana,1250.0,2022,Estimate
8125,Illinois,Montana,242.0,2022,Estimate
8126,Indiana,Montana,401.0,2022,Estimate
8127,Iowa,Montana,199.0,2022,Estimate
8128,Kansas,Montana,47.0,2022,Estimate
8129,Kentucky,Montana,154.0,2022,Estimate
8130,Louisiana,Montana,0.0,2022,Estimate
8131,Maine,Montana,475.0,2022,Estimate
8132,Maryland,Montana,74.0,2022,Estimate
8133,Massachusetts,Montana,351.0,2022,Estimate
8134,Michigan,Montana,745.0,2022,Estimate
8135,Minnesota,Montana,1459.0,2022,Estimate
8136,Mississippi,Montana,0.0,2022,Estimate
8137,Missouri,Montana,0.0,2022,Estimate
8138,Montana,Montana,,2022,Estimate
8139,Nebraska,Montana,425.0,2022,Estimate
8140,Nevada,Montana,691.0,2022,Estimate
8141,New Hampshire,Montana,83.0,2022,Estimate
8142,New Jersey,Montana,0.0,2022,Estimate
8143,New Mexico,Montana,313.0,2022,Estimate
8144,New York,Montana,1092.0,2022,Estimate
8145,North Carolina,Montana,231.0,2022,Estimate
8146,North Dakota,Montana,2496.0,2022,Estimate
8147,Ohio,Montana,238.0,2022,Estimate
8148,Oklahoma,Montana,729.0,2022,Estimate
8149,Oregon,Montana,2723.0,2022,Estimate
8150,Pennsylvania,Montana,593.0,2022,Estimate
8151,Rhode Island,Montana,0.0,2022,Estimate
8152,South Carolina,Montana,778.0,2022,Estimate
8153,South Dakota,Montana,1363.0,2022,Estimate
8154,Tennessee,Montana,556.0,2022,Estimate
8155,Texas,Montana,2224.0,2022,Estimate
8156,Utah,Montana,709.0,2022,Estimate
8157,Vermont,Montana,327.0,2022,Estimate
8158,Virginia,Montana,534.0,2022,Estimate
8159,Washington,Montana,3245.0,2022,Estimate
8160,West Virginia,Montana,384.0,2022,Estimate
8161,Wisconsin,Montana,339.0,2022,Estimate
8162,Wyoming,Montana,1176.0,2022,Estimate
8163,Puerto Rico,Montana,0.0,2022,Estimate
8164,Alabama,Montana,208.0,2022,MOE
8165,Alaska,Montana,1069.0,2022,MOE
8166,Arizona,Montana,2319.0,2022,MOE
8167,Arkansas,Montana,278.0,2022,MOE
8168,California,Montana,1170.0,2022,MOE
8169,Colorado,Montana,467.0,2022,MOE
8170,Connecticut,Montana,87.0,2022,MOE
8171,Delaware,Montana,203.0,2022,MOE
8172,District of Columbia ,Montana,238.0,2022,MOE
8173,Florida,Montana,1007.0,2022,MOE
8174,Georgia,Montana,847.0,2022,MOE
8175,Hawaii,Montana,164.0,2022,MOE
8176,Idaho,Montana,484.0,2022,MOE
8177,Illinois,Montana,159.0,2022,MOE
8178,Indiana,Montana,392.0,2022,MOE
8179,Iowa,Montana,244.0,2022,MOE
8180,Kansas,Montana,83.0,2022,MOE
8181,Kentucky,Montana,168.0,2022,MOE
8182,Louisiana,Montana,220.0,2022,MOE
8183,Maine,Montana,345.0,2022,MOE
8184,Maryland,Montana,100.0,2022,MOE
8185,Massachusetts,Montana,398.0,2022,MOE
8186,Michigan,Montana,439.0,2022,MOE
8187,Minnesota,Montana,595.0,2022,MOE
8188,Mississippi,Montana,217.0,2022,MOE
8189,Missouri,Montana,195.0,2022,MOE
8190,Montana,Montana,,2022,MOE
8191,Nebraska,Montana,403.0,2022,MOE
8192,Nevada,Montana,593.0,2022,MOE
8193,New Hampshire,Montana,149.0,2022,MOE
8194,New Jersey,Montana,225.0,2022,MOE
8195,New Mexico,Montana,403.0,2022,MOE
8196,New York,Montana,509.0,2022,MOE
8197,North Carolina,Montana,274.0,2022,MOE
8198,North Dakota,Montana,980.0,2022,MOE
8199,Ohio,Montana,174.0,2022,MOE
8200,Oklahoma,Montana,585.0,2022,MOE
8201,Oregon,Montana,1097.0,2022,MOE
8202,Pennsylvania,Montana,535.0,2022,MOE
8203,Rhode Island,Montana,242.0,2022,MOE
8204,South Carolina,Montana,750.0,2022,MOE
8205,South Dakota,Montana,1376.0,2022,MOE
8206,Tennessee,Montana,535.0,2022,MOE
8207,Texas,Montana,1028.0,2022,MOE
8208,Utah,Montana,464.0,2022,MOE
8209,Vermont,Montana,487.0,2022,MOE
8210,Virginia,Montana,544.0,2022,MOE
8211,Washington,Montana,1040.0,2022,MOE
8212,West Virginia,Montana,466.0,2022,MOE
8213,Wisconsin,Montana,231.0,2022,MOE
8214,Wyoming,Montana,577.0,2022,MOE
8215,Puerto Rico,Montana,244.0,2022,MOE
8216,Alabama,Nebraska,102.0,2022,Estimate
8217,Alaska,Nebraska,0.0,2022,Estimate
8218,Arizona,Nebraska,1972.0,2022,Estimate
8219,Arkansas,Nebraska,270.0,2022,Estimate
8220,California,Nebraska,3047.0,2022,Estimate
8221,Colorado,Nebraska,3759.0,2022,Estimate
8222,Connecticut,Nebraska,78.0,2022,Estimate
8223,Delaware,Nebraska,0.0,2022,Estimate
8224,District of Columbia ,Nebraska,55.0,2022,Estimate
8225,Florida,Nebraska,2779.0,2022,Estimate
8226,Georgia,Nebraska,712.0,2022,Estimate
8227,Hawaii,Nebraska,568.0,2022,Estimate
8228,Idaho,Nebraska,1066.0,2022,Estimate
8229,Illinois,Nebraska,1580.0,2022,Estimate
8230,Indiana,Nebraska,446.0,2022,Estimate
8231,Iowa,Nebraska,6777.0,2022,Estimate
8232,Kansas,Nebraska,3021.0,2022,Estimate
8233,Kentucky,Nebraska,412.0,2022,Estimate
8234,Louisiana,Nebraska,238.0,2022,Estimate
8235,Maine,Nebraska,285.0,2022,Estimate
8236,Maryland,Nebraska,37.0,2022,Estimate
8237,Massachusetts,Nebraska,222.0,2022,Estimate
8238,Michigan,Nebraska,263.0,2022,Estimate
8239,Minnesota,Nebraska,3343.0,2022,Estimate
8240,Mississippi,Nebraska,932.0,2022,Estimate
8241,Missouri,Nebraska,2713.0,2022,Estimate
8242,Montana,Nebraska,675.0,2022,Estimate
8243,Nebraska,Nebraska,,2022,Estimate
8244,Nevada,Nebraska,462.0,2022,Estimate
8245,New Hampshire,Nebraska,0.0,2022,Estimate
8246,New Jersey,Nebraska,0.0,2022,Estimate
8247,New Mexico,Nebraska,380.0,2022,Estimate
8248,New York,Nebraska,640.0,2022,Estimate
8249,North Carolina,Nebraska,641.0,2022,Estimate
8250,North Dakota,Nebraska,131.0,2022,Estimate
8251,Ohio,Nebraska,274.0,2022,Estimate
8252,Oklahoma,Nebraska,231.0,2022,Estimate
8253,Oregon,Nebraska,726.0,2022,Estimate
8254,Pennsylvania,Nebraska,75.0,2022,Estimate
8255,Rhode Island,Nebraska,0.0,2022,Estimate
8256,South Carolina,Nebraska,54.0,2022,Estimate
8257,South Dakota,Nebraska,2109.0,2022,Estimate
8258,Tennessee,Nebraska,981.0,2022,Estimate
8259,Texas,Nebraska,4296.0,2022,Estimate
8260,Utah,Nebraska,233.0,2022,Estimate
8261,Vermont,Nebraska,0.0,2022,Estimate
8262,Virginia,Nebraska,824.0,2022,Estimate
8263,Washington,Nebraska,766.0,2022,Estimate
8264,West Virginia,Nebraska,0.0,2022,Estimate
8265,Wisconsin,Nebraska,568.0,2022,Estimate
8266,Wyoming,Nebraska,729.0,2022,Estimate
8267,Puerto Rico,Nebraska,0.0,2022,Estimate
8268,Alabama,Nebraska,176.0,2022,MOE
8269,Alaska,Nebraska,170.0,2022,MOE
8270,Arizona,Nebraska,1409.0,2022,MOE
8271,Arkansas,Nebraska,292.0,2022,MOE
8272,California,Nebraska,1895.0,2022,MOE
8273,Colorado,Nebraska,1696.0,2022,MOE
8274,Connecticut,Nebraska,129.0,2022,MOE
8275,Delaware,Nebraska,203.0,2022,MOE
8276,District of Columbia ,Nebraska,93.0,2022,MOE
8277,Florida,Nebraska,1660.0,2022,MOE
8278,Georgia,Nebraska,477.0,2022,MOE
8279,Hawaii,Nebraska,677.0,2022,MOE
8280,Idaho,Nebraska,849.0,2022,MOE
8281,Illinois,Nebraska,777.0,2022,MOE
8282,Indiana,Nebraska,478.0,2022,MOE
8283,Iowa,Nebraska,1581.0,2022,MOE
8284,Kansas,Nebraska,955.0,2022,MOE
8285,Kentucky,Nebraska,390.0,2022,MOE
8286,Louisiana,Nebraska,455.0,2022,MOE
8287,Maine,Nebraska,211.0,2022,MOE
8288,Maryland,Nebraska,64.0,2022,MOE
8289,Massachusetts,Nebraska,217.0,2022,MOE
8290,Michigan,Nebraska,246.0,2022,MOE
8291,Minnesota,Nebraska,1480.0,2022,MOE
8292,Mississippi,Nebraska,687.0,2022,MOE
8293,Missouri,Nebraska,989.0,2022,MOE
8294,Montana,Nebraska,571.0,2022,MOE
8295,Nebraska,Nebraska,,2022,MOE
8296,Nevada,Nebraska,458.0,2022,MOE
8297,New Hampshire,Nebraska,198.0,2022,MOE
8298,New Jersey,Nebraska,225.0,2022,MOE
8299,New Mexico,Nebraska,405.0,2022,MOE
8300,New York,Nebraska,537.0,2022,MOE
8301,North Carolina,Nebraska,592.0,2022,MOE
8302,North Dakota,Nebraska,164.0,2022,MOE
8303,Ohio,Nebraska,239.0,2022,MOE
8304,Oklahoma,Nebraska,241.0,2022,MOE
8305,Oregon,Nebraska,478.0,2022,MOE
8306,Pennsylvania,Nebraska,84.0,2022,MOE
8307,Rhode Island,Nebraska,242.0,2022,MOE
8308,South Carolina,Nebraska,90.0,2022,MOE
8309,South Dakota,Nebraska,1031.0,2022,MOE
8310,Tennessee,Nebraska,711.0,2022,MOE
8311,Texas,Nebraska,1484.0,2022,MOE
8312,Utah,Nebraska,232.0,2022,MOE
8313,Vermont,Nebraska,168.0,2022,MOE
8314,Virginia,Nebraska,754.0,2022,MOE
8315,Washington,Nebraska,704.0,2022,MOE
8316,West Virginia,Nebraska,203.0,2022,MOE
8317,Wisconsin,Nebraska,433.0,2022,MOE
8318,Wyoming,Nebraska,520.0,2022,MOE
8319,Puerto Rico,Nebraska,244.0,2022,MOE
8320,Alabama,Nevada,188.0,2022,Estimate
8321,Alaska,Nevada,256.0,2022,Estimate
8322,Arizona,Nevada,8890.0,2022,Estimate
8323,Arkansas,Nevada,630.0,2022,Estimate
8324,California,Nevada,22183.0,2022,Estimate
8325,Colorado,Nevada,2134.0,2022,Estimate
8326,Connecticut,Nevada,1073.0,2022,Estimate
8327,Delaware,Nevada,437.0,2022,Estimate
8328,District of Columbia ,Nevada,97.0,2022,Estimate
8329,Florida,Nevada,7516.0,2022,Estimate
8330,Georgia,Nevada,3357.0,2022,Estimate
8331,Hawaii,Nevada,1460.0,2022,Estimate
8332,Idaho,Nevada,1894.0,2022,Estimate
8333,Illinois,Nevada,1135.0,2022,Estimate
8334,Indiana,Nevada,2049.0,2022,Estimate
8335,Iowa,Nevada,1033.0,2022,Estimate
8336,Kansas,Nevada,971.0,2022,Estimate
8337,Kentucky,Nevada,509.0,2022,Estimate
8338,Louisiana,Nevada,764.0,2022,Estimate
8339,Maine,Nevada,324.0,2022,Estimate
8340,Maryland,Nevada,1288.0,2022,Estimate
8341,Massachusetts,Nevada,467.0,2022,Estimate
8342,Michigan,Nevada,3291.0,2022,Estimate
8343,Minnesota,Nevada,2164.0,2022,Estimate
8344,Mississippi,Nevada,693.0,2022,Estimate
8345,Missouri,Nevada,2291.0,2022,Estimate
8346,Montana,Nevada,1281.0,2022,Estimate
8347,Nebraska,Nevada,707.0,2022,Estimate
8348,Nevada,Nevada,,2022,Estimate
8349,New Hampshire,Nevada,496.0,2022,Estimate
8350,New Jersey,Nevada,965.0,2022,Estimate
8351,New Mexico,Nevada,1621.0,2022,Estimate
8352,New York,Nevada,2215.0,2022,Estimate
8353,North Carolina,Nevada,4196.0,2022,Estimate
8354,North Dakota,Nevada,277.0,2022,Estimate
8355,Ohio,Nevada,1334.0,2022,Estimate
8356,Oklahoma,Nevada,1989.0,2022,Estimate
8357,Oregon,Nevada,2049.0,2022,Estimate
8358,Pennsylvania,Nevada,1555.0,2022,Estimate
8359,Rhode Island,Nevada,309.0,2022,Estimate
8360,South Carolina,Nevada,388.0,2022,Estimate
8361,South Dakota,Nevada,838.0,2022,Estimate
8362,Tennessee,Nevada,1034.0,2022,Estimate
8363,Texas,Nevada,12645.0,2022,Estimate
8364,Utah,Nevada,3549.0,2022,Estimate
8365,Vermont,Nevada,208.0,2022,Estimate
8366,Virginia,Nevada,1536.0,2022,Estimate
8367,Washington,Nevada,5524.0,2022,Estimate
8368,West Virginia,Nevada,407.0,2022,Estimate
8369,Wisconsin,Nevada,1145.0,2022,Estimate
8370,Wyoming,Nevada,769.0,2022,Estimate
8371,Puerto Rico,Nevada,0.0,2022,Estimate
8372,Alabama,Nevada,182.0,2022,MOE
8373,Alaska,Nevada,168.0,2022,MOE
8374,Arizona,Nevada,2573.0,2022,MOE
8375,Arkansas,Nevada,841.0,2022,MOE
8376,California,Nevada,3016.0,2022,MOE
8377,Colorado,Nevada,874.0,2022,MOE
8378,Connecticut,Nevada,648.0,2022,MOE
8379,Delaware,Nevada,447.0,2022,MOE
8380,District of Columbia ,Nevada,133.0,2022,MOE
8381,Florida,Nevada,2343.0,2022,MOE
8382,Georgia,Nevada,1921.0,2022,MOE
8383,Hawaii,Nevada,864.0,2022,MOE
8384,Idaho,Nevada,1145.0,2022,MOE
8385,Illinois,Nevada,614.0,2022,MOE
8386,Indiana,Nevada,802.0,2022,MOE
8387,Iowa,Nevada,427.0,2022,MOE
8388,Kansas,Nevada,567.0,2022,MOE
8389,Kentucky,Nevada,555.0,2022,MOE
8390,Louisiana,Nevada,1108.0,2022,MOE
8391,Maine,Nevada,283.0,2022,MOE
8392,Maryland,Nevada,927.0,2022,MOE
8393,Massachusetts,Nevada,304.0,2022,MOE
8394,Michigan,Nevada,1624.0,2022,MOE
8395,Minnesota,Nevada,1102.0,2022,MOE
8396,Mississippi,Nevada,981.0,2022,MOE
8397,Missouri,Nevada,1097.0,2022,MOE
8398,Montana,Nevada,710.0,2022,MOE
8399,Nebraska,Nevada,566.0,2022,MOE
8400,Nevada,Nevada,,2022,MOE
8401,New Hampshire,Nevada,678.0,2022,MOE
8402,New Jersey,Nevada,831.0,2022,MOE
8403,New Mexico,Nevada,763.0,2022,MOE
8404,New York,Nevada,952.0,2022,MOE
8405,North Carolina,Nevada,1777.0,2022,MOE
8406,North Dakota,Nevada,296.0,2022,MOE
8407,Ohio,Nevada,755.0,2022,MOE
8408,Oklahoma,Nevada,1260.0,2022,MOE
8409,Oregon,Nevada,1125.0,2022,MOE
8410,Pennsylvania,Nevada,962.0,2022,MOE
8411,Rhode Island,Nevada,222.0,2022,MOE
8412,South Carolina,Nevada,477.0,2022,MOE
8413,South Dakota,Nevada,646.0,2022,MOE
8414,Tennessee,Nevada,719.0,2022,MOE
8415,Texas,Nevada,4231.0,2022,MOE
8416,Utah,Nevada,2087.0,2022,MOE
8417,Vermont,Nevada,231.0,2022,MOE
8418,Virginia,Nevada,732.0,2022,MOE
8419,Washington,Nevada,1637.0,2022,MOE
8420,West Virginia,Nevada,388.0,2022,MOE
8421,Wisconsin,Nevada,660.0,2022,MOE
8422,Wyoming,Nevada,926.0,2022,MOE
8423,Puerto Rico,Nevada,244.0,2022,MOE
8424,Alabama,New,855.0,2022,Hampshire
8425,Alaska,New,62.0,2022,Hampshire
8426,Arizona,New,314.0,2022,Hampshire
8427,Arkansas,New,62.0,2022,Hampshire
8428,California,New,624.0,2022,Hampshire
8429,Colorado,New,975.0,2022,Hampshire
8430,Connecticut,New,708.0,2022,Hampshire
8431,Delaware,New,0.0,2022,Hampshire
8432,District of Columbia ,New,304.0,2022,Hampshire
8433,Florida,New,6001.0,2022,Hampshire
8434,Georgia,New,886.0,2022,Hampshire
8435,Hawaii,New,110.0,2022,Hampshire
8436,Idaho,New,61.0,2022,Hampshire
8437,Illinois,New,120.0,2022,Hampshire
8438,Indiana,New,554.0,2022,Hampshire
8439,Iowa,New,49.0,2022,Hampshire
8440,Kansas,New,0.0,2022,Hampshire
8441,Kentucky,New,152.0,2022,Hampshire
8442,Louisiana,New,0.0,2022,Hampshire
8443,Maine,New,5733.0,2022,Hampshire
8444,Maryland,New,572.0,2022,Hampshire
8445,Massachusetts,New,11502.0,2022,Hampshire
8446,Michigan,New,278.0,2022,Hampshire
8447,Minnesota,New,48.0,2022,Hampshire
8448,Mississippi,New,0.0,2022,Hampshire
8449,Missouri,New,441.0,2022,Hampshire
8450,Montana,New,0.0,2022,Hampshire
8451,Nebraska,New,101.0,2022,Hampshire
8452,Nevada,New,85.0,2022,Hampshire
8453,New Hampshire,New,,2022,Hampshire
8454,New Jersey,New,157.0,2022,Hampshire
8455,New Mexico,New,210.0,2022,Hampshire
8456,New York,New,3663.0,2022,Hampshire
8457,North Carolina,New,2698.0,2022,Hampshire
8458,North Dakota,New,2.0,2022,Hampshire
8459,Ohio,New,152.0,2022,Hampshire
8460,Oklahoma,New,57.0,2022,Hampshire
8461,Oregon,New,102.0,2022,Hampshire
8462,Pennsylvania,New,1260.0,2022,Hampshire
8463,Rhode Island,New,261.0,2022,Hampshire
8464,South Carolina,New,2191.0,2022,Hampshire
8465,South Dakota,New,0.0,2022,Hampshire
8466,Tennessee,New,528.0,2022,Hampshire
8467,Texas,New,1593.0,2022,Hampshire
8468,Utah,New,208.0,2022,Hampshire
8469,Vermont,New,1826.0,2022,Hampshire
8470,Virginia,New,616.0,2022,Hampshire
8471,Washington,New,731.0,2022,Hampshire
8472,West Virginia,New,0.0,2022,Hampshire
8473,Wisconsin,New,0.0,2022,Hampshire
8474,Wyoming,New,14.0,2022,Hampshire
8475,Puerto Rico,New,61.0,2022,Hampshire
8476,Alabama,New,995.0,2022,Hampshire
8477,Alaska,New,24.0,2022,Hampshire
8478,Arizona,New,327.0,2022,Hampshire
8479,Arkansas,New,105.0,2022,Hampshire
8480,California,New,449.0,2022,Hampshire
8481,Colorado,New,451.0,2022,Hampshire
8482,Connecticut,New,501.0,2022,Hampshire
8483,Delaware,New,203.0,2022,Hampshire
8484,District of Columbia ,New,279.0,2022,Hampshire
8485,Florida,New,2198.0,2022,Hampshire
8486,Georgia,New,679.0,2022,Hampshire
8487,Hawaii,New,119.0,2022,Hampshire
8488,Idaho,New,105.0,2022,Hampshire
8489,Illinois,New,178.0,2022,Hampshire
8490,Indiana,New,417.0,2022,Hampshire
8491,Iowa,New,80.0,2022,Hampshire
8492,Kansas,New,185.0,2022,Hampshire
8493,Kentucky,New,186.0,2022,Hampshire
8494,Louisiana,New,220.0,2022,Hampshire
8495,Maine,New,1361.0,2022,Hampshire
8496,Maryland,New,521.0,2022,Hampshire
8497,Massachusetts,New,2318.0,2022,Hampshire
8498,Michigan,New,305.0,2022,Hampshire
8499,Minnesota,New,60.0,2022,Hampshire
8500,Mississippi,New,217.0,2022,Hampshire
8501,Missouri,New,402.0,2022,Hampshire
8502,Montana,New,182.0,2022,Hampshire
8503,Nebraska,New,165.0,2022,Hampshire
8504,Nevada,New,144.0,2022,Hampshire
8505,New Hampshire,New,,2022,Hampshire
8506,New Jersey,New,144.0,2022,Hampshire
8507,New Mexico,New,221.0,2022,Hampshire
8508,New York,New,1703.0,2022,Hampshire
8509,North Carolina,New,1699.0,2022,Hampshire
8510,North Dakota,New,9.0,2022,Hampshire
8511,Ohio,New,176.0,2022,Hampshire
8512,Oklahoma,New,91.0,2022,Hampshire
8513,Oregon,New,122.0,2022,Hampshire
8514,Pennsylvania,New,687.0,2022,Hampshire
8515,Rhode Island,New,258.0,2022,Hampshire
8516,South Carolina,New,1646.0,2022,Hampshire
8517,South Dakota,New,172.0,2022,Hampshire
8518,Tennessee,New,547.0,2022,Hampshire
8519,Texas,New,855.0,2022,Hampshire
8520,Utah,New,183.0,2022,Hampshire
8521,Vermont,New,897.0,2022,Hampshire
8522,Virginia,New,505.0,2022,Hampshire
8523,Washington,New,819.0,2022,Hampshire
8524,West Virginia,New,203.0,2022,Hampshire
8525,Wisconsin,New,159.0,2022,Hampshire
8526,Wyoming,New,28.0,2022,Hampshire
8527,Puerto Rico,New,96.0,2022,Hampshire
8528,Alabama,New,1207.0,2022,Jersey
8529,Alaska,New,40.0,2022,Jersey
8530,Arizona,New,3626.0,2022,Jersey
8531,Arkansas,New,113.0,2022,Jersey
8532,California,New,13162.0,2022,Jersey
8533,Colorado,New,3928.0,2022,Jersey
8534,Connecticut,New,8087.0,2022,Jersey
8535,Delaware,New,5312.0,2022,Jersey
8536,District of Columbia ,New,3093.0,2022,Jersey
8537,Florida,New,47000.0,2022,Jersey
8538,Georgia,New,8295.0,2022,Jersey
8539,Hawaii,New,383.0,2022,Jersey
8540,Idaho,New,173.0,2022,Jersey
8541,Illinois,New,3576.0,2022,Jersey
8542,Indiana,New,1907.0,2022,Jersey
8543,Iowa,New,795.0,2022,Jersey
8544,Kansas,New,108.0,2022,Jersey
8545,Kentucky,New,36.0,2022,Jersey
8546,Louisiana,New,2288.0,2022,Jersey
8547,Maine,New,759.0,2022,Jersey
8548,Maryland,New,6151.0,2022,Jersey
8549,Massachusetts,New,7670.0,2022,Jersey
8550,Michigan,New,3290.0,2022,Jersey
8551,Minnesota,New,829.0,2022,Jersey
8552,Mississippi,New,106.0,2022,Jersey
8553,Missouri,New,2037.0,2022,Jersey
8554,Montana,New,62.0,2022,Jersey
8555,Nebraska,New,318.0,2022,Jersey
8556,Nevada,New,829.0,2022,Jersey
8557,New Hampshire,New,699.0,2022,Jersey
8558,New Jersey,New,,2022,Jersey
8559,New Mexico,New,844.0,2022,Jersey
8560,New York,New,38771.0,2022,Jersey
8561,North Carolina,New,10750.0,2022,Jersey
8562,North Dakota,New,52.0,2022,Jersey
8563,Ohio,New,6277.0,2022,Jersey
8564,Oklahoma,New,60.0,2022,Jersey
8565,Oregon,New,833.0,2022,Jersey
8566,Pennsylvania,New,40517.0,2022,Jersey
8567,Rhode Island,New,1330.0,2022,Jersey
8568,South Carolina,New,7926.0,2022,Jersey
8569,South Dakota,New,66.0,2022,Jersey
8570,Tennessee,New,3517.0,2022,Jersey
8571,Texas,New,12949.0,2022,Jersey
8572,Utah,New,563.0,2022,Jersey
8573,Vermont,New,1659.0,2022,Jersey
8574,Virginia,New,11155.0,2022,Jersey
8575,Washington,New,2943.0,2022,Jersey
8576,West Virginia,New,290.0,2022,Jersey
8577,Wisconsin,New,704.0,2022,Jersey
8578,Wyoming,New,21.0,2022,Jersey
8579,Puerto Rico,New,1505.0,2022,Jersey
8580,Alabama,New,933.0,2022,Jersey
8581,Alaska,New,65.0,2022,Jersey
8582,Arizona,New,2038.0,2022,Jersey
8583,Arkansas,New,142.0,2022,Jersey
8584,California,New,4311.0,2022,Jersey
8585,Colorado,New,1729.0,2022,Jersey
8586,Connecticut,New,1977.0,2022,Jersey
8587,Delaware,New,1769.0,2022,Jersey
8588,District of Columbia ,New,916.0,2022,Jersey
8589,Florida,New,8581.0,2022,Jersey
8590,Georgia,New,2706.0,2022,Jersey
8591,Hawaii,New,330.0,2022,Jersey
8592,Idaho,New,216.0,2022,Jersey
8593,Illinois,New,1254.0,2022,Jersey
8594,Indiana,New,1139.0,2022,Jersey
8595,Iowa,New,545.0,2022,Jersey
8596,Kansas,New,109.0,2022,Jersey
8597,Kentucky,New,59.0,2022,Jersey
8598,Louisiana,New,3592.0,2022,Jersey
8599,Maine,New,480.0,2022,Jersey
8600,Maryland,New,1607.0,2022,Jersey
8601,Massachusetts,New,1538.0,2022,Jersey
8602,Michigan,New,2111.0,2022,Jersey
8603,Minnesota,New,755.0,2022,Jersey
8604,Mississippi,New,140.0,2022,Jersey
8605,Missouri,New,1140.0,2022,Jersey
8606,Montana,New,95.0,2022,Jersey
8607,Nebraska,New,307.0,2022,Jersey
8608,Nevada,New,468.0,2022,Jersey
8609,New Hampshire,New,525.0,2022,Jersey
8610,New Jersey,New,,2022,Jersey
8611,New Mexico,New,1131.0,2022,Jersey
8612,New York,New,4305.0,2022,Jersey
8613,North Carolina,New,2867.0,2022,Jersey
8614,North Dakota,New,58.0,2022,Jersey
8615,Ohio,New,2549.0,2022,Jersey
8616,Oklahoma,New,78.0,2022,Jersey
8617,Oregon,New,539.0,2022,Jersey
8618,Pennsylvania,New,5142.0,2022,Jersey
8619,Rhode Island,New,528.0,2022,Jersey
8620,South Carolina,New,2369.0,2022,Jersey
8621,South Dakota,New,114.0,2022,Jersey
8622,Tennessee,New,1573.0,2022,Jersey
8623,Texas,New,4209.0,2022,Jersey
8624,Utah,New,655.0,2022,Jersey
8625,Vermont,New,932.0,2022,Jersey
8626,Virginia,New,3014.0,2022,Jersey
8627,Washington,New,2295.0,2022,Jersey
8628,West Virginia,New,259.0,2022,Jersey
8629,Wisconsin,New,476.0,2022,Jersey
8630,Wyoming,New,38.0,2022,Jersey
8631,Puerto Rico,New,1150.0,2022,Jersey
8632,Alabama,New,536.0,2022,Mexico
8633,Alaska,New,287.0,2022,Mexico
8634,Arizona,New,6263.0,2022,Mexico
8635,Arkansas,New,1275.0,2022,Mexico
8636,California,New,2585.0,2022,Mexico
8637,Colorado,New,3844.0,2022,Mexico
8638,Connecticut,New,60.0,2022,Mexico
8639,Delaware,New,159.0,2022,Mexico
8640,District of Columbia ,New,453.0,2022,Mexico
8641,Florida,New,3551.0,2022,Mexico
8642,Georgia,New,1029.0,2022,Mexico
8643,Hawaii,New,429.0,2022,Mexico
8644,Idaho,New,376.0,2022,Mexico
8645,Illinois,New,827.0,2022,Mexico
8646,Indiana,New,825.0,2022,Mexico
8647,Iowa,New,232.0,2022,Mexico
8648,Kansas,New,477.0,2022,Mexico
8649,Kentucky,New,287.0,2022,Mexico
