,To,From,Value,Year,Type
2265,New Hampshire,Massachusetts,4420.0,2021,MOE
2266,New Jersey,Massachusetts,1308.0,2021,MOE
2267,New Mexico,Massachusetts,466.0,2021,MOE
2268,New York,Massachusetts,2711.0,2021,MOE
2269,North Carolina,Massachusetts,2577.0,2021,MOE
2270,North Dakota,Massachusetts,283.0,2021,MOE
2271,Ohio,Massachusetts,1377.0,2021,MOE
2272,Oklahoma,Massachusetts,692.0,2021,MOE
2273,Oregon,Massachusetts,555.0,2021,MOE
2274,Pennsylvania,Massachusetts,1820.0,2021,MOE
2275,Rhode Island,Massachusetts,2856.0,2021,MOE
2276,South Carolina,Massachusetts,1566.0,2021,MOE
2277,South Dakota,Massachusetts,170.0,2021,MOE
2278,Tennessee,Massachusetts,1125.0,2021,MOE
2279,Texas,Massachusetts,2954.0,2021,MOE
2280,Utah,Massachusetts,431.0,2021,MOE
2281,Vermont,Massachusetts,1940.0,2021,MOE
2282,Virginia,Massachusetts,3137.0,2021,MOE
2283,Washington,Massachusetts,1729.0,2021,MOE
2284,West Virginia,Massachusetts,139.0,2021,MOE
2285,Wisconsin,Massachusetts,767.0,2021,MOE
2286,Wyoming,Massachusetts,60.0,2021,MOE
2287,Puerto Rico,Massachusetts,739.0,2021,MOE
2288,Alabama,Michigan,3065.0,2021,Estimate
2289,Alaska,Michigan,1024.0,2021,Estimate
2290,Arizona,Michigan,3642.0,2021,Estimate
2291,Arkansas,Michigan,3475.0,2021,Estimate
2292,California,Michigan,9419.0,2021,Estimate
2293,Colorado,Michigan,3947.0,2021,Estimate
2294,Connecticut,Michigan,254.0,2021,Estimate
2295,Delaware,Michigan,451.0,2021,Estimate
2296,District of Columbia ,Michigan,607.0,2021,Estimate
2297,Florida,Michigan,24506.0,2021,Estimate
2298,Georgia,Michigan,4923.0,2021,Estimate
2299,Hawaii,Michigan,891.0,2021,Estimate
2300,Idaho,Michigan,548.0,2021,Estimate
2301,Illinois,Michigan,9866.0,2021,Estimate
2302,Indiana,Michigan,10586.0,2021,Estimate
2303,Iowa,Michigan,293.0,2021,Estimate
2304,Kansas,Michigan,1532.0,2021,Estimate
2305,Kentucky,Michigan,2666.0,2021,Estimate
2306,Louisiana,Michigan,1423.0,2021,Estimate
2307,Maine,Michigan,519.0,2021,Estimate
2308,Maryland,Michigan,1861.0,2021,Estimate
2309,Massachusetts,Michigan,1844.0,2021,Estimate
2310,Michigan,Michigan,,2021,Estimate
2311,Minnesota,Michigan,1979.0,2021,Estimate
2312,Mississippi,Michigan,783.0,2021,Estimate
2313,Missouri,Michigan,1126.0,2021,Estimate
2314,Montana,Michigan,419.0,2021,Estimate
2315,Nebraska,Michigan,374.0,2021,Estimate
2316,Nevada,Michigan,3607.0,2021,Estimate
2317,New Hampshire,Michigan,0.0,2021,Estimate
2318,New Jersey,Michigan,2119.0,2021,Estimate
2319,New Mexico,Michigan,912.0,2021,Estimate
2320,New York,Michigan,3351.0,2021,Estimate
2321,North Carolina,Michigan,8406.0,2021,Estimate
2322,North Dakota,Michigan,675.0,2021,Estimate
2323,Ohio,Michigan,11524.0,2021,Estimate
2324,Oklahoma,Michigan,1336.0,2021,Estimate
2325,Oregon,Michigan,1839.0,2021,Estimate
2326,Pennsylvania,Michigan,2737.0,2021,Estimate
2327,Rhode Island,Michigan,407.0,2021,Estimate
2328,South Carolina,Michigan,1830.0,2021,Estimate
2329,South Dakota,Michigan,488.0,2021,Estimate
2330,Tennessee,Michigan,3550.0,2021,Estimate
2331,Texas,Michigan,10009.0,2021,Estimate
2332,Utah,Michigan,1233.0,2021,Estimate
2333,Vermont,Michigan,650.0,2021,Estimate
2334,Virginia,Michigan,3005.0,2021,Estimate
2335,Washington,Michigan,2139.0,2021,Estimate
2336,West Virginia,Michigan,121.0,2021,Estimate
2337,Wisconsin,Michigan,5756.0,2021,Estimate
2338,Wyoming,Michigan,121.0,2021,Estimate
2339,Puerto Rico,Michigan,0.0,2021,Estimate
2340,Alabama,Michigan,1630.0,2021,MOE
2341,Alaska,Michigan,771.0,2021,MOE
2342,Arizona,Michigan,1301.0,2021,MOE
2343,Arkansas,Michigan,1560.0,2021,MOE
2344,California,Michigan,2437.0,2021,MOE
2345,Colorado,Michigan,1404.0,2021,MOE
2346,Connecticut,Michigan,324.0,2021,MOE
2347,Delaware,Michigan,587.0,2021,MOE
2348,District of Columbia ,Michigan,418.0,2021,MOE
2349,Florida,Michigan,6043.0,2021,MOE
2350,Georgia,Michigan,1903.0,2021,MOE
2351,Hawaii,Michigan,932.0,2021,MOE
2352,Idaho,Michigan,463.0,2021,MOE
2353,Illinois,Michigan,1854.0,2021,MOE
2354,Indiana,Michigan,2476.0,2021,MOE
2355,Iowa,Michigan,253.0,2021,MOE
2356,Kansas,Michigan,1119.0,2021,MOE
2357,Kentucky,Michigan,1233.0,2021,MOE
2358,Louisiana,Michigan,1314.0,2021,MOE
2359,Maine,Michigan,716.0,2021,MOE
2360,Maryland,Michigan,932.0,2021,MOE
2361,Massachusetts,Michigan,907.0,2021,MOE
2362,Michigan,Michigan,,2021,MOE
2363,Minnesota,Michigan,814.0,2021,MOE
2364,Mississippi,Michigan,589.0,2021,MOE
2365,Missouri,Michigan,644.0,2021,MOE
2366,Montana,Michigan,348.0,2021,MOE
2367,Nebraska,Michigan,299.0,2021,MOE
2368,Nevada,Michigan,2413.0,2021,MOE
2369,New Hampshire,Michigan,198.0,2021,MOE
2370,New Jersey,Michigan,1550.0,2021,MOE
2371,New Mexico,Michigan,724.0,2021,MOE
2372,New York,Michigan,1697.0,2021,MOE
2373,North Carolina,Michigan,4069.0,2021,MOE
2374,North Dakota,Michigan,551.0,2021,MOE
2375,Ohio,Michigan,2668.0,2021,MOE
2376,Oklahoma,Michigan,921.0,2021,MOE
2377,Oregon,Michigan,986.0,2021,MOE
2378,Pennsylvania,Michigan,1037.0,2021,MOE
2379,Rhode Island,Michigan,306.0,2021,MOE
2380,South Carolina,Michigan,941.0,2021,MOE
2381,South Dakota,Michigan,537.0,2021,MOE
2382,Tennessee,Michigan,1261.0,2021,MOE
2383,Texas,Michigan,3008.0,2021,MOE
2384,Utah,Michigan,1057.0,2021,MOE
2385,Vermont,Michigan,687.0,2021,MOE
2386,Virginia,Michigan,1218.0,2021,MOE
2387,Washington,Michigan,1119.0,2021,MOE
2388,West Virginia,Michigan,199.0,2021,MOE
2389,Wisconsin,Michigan,1869.0,2021,MOE
2390,Wyoming,Michigan,198.0,2021,MOE
2391,Puerto Rico,Michigan,254.0,2021,MOE
2392,Alabama,Minnesota,499.0,2021,Estimate
2393,Alaska,Minnesota,179.0,2021,Estimate
2394,Arizona,Minnesota,10891.0,2021,Estimate
2395,Arkansas,Minnesota,1298.0,2021,Estimate
2396,California,Minnesota,6053.0,2021,Estimate
2397,Colorado,Minnesota,4569.0,2021,Estimate
2398,Connecticut,Minnesota,1361.0,2021,Estimate
2399,Delaware,Minnesota,90.0,2021,Estimate
2400,District of Columbia ,Minnesota,726.0,2021,Estimate
2401,Florida,Minnesota,10156.0,2021,Estimate
2402,Georgia,Minnesota,2038.0,2021,Estimate
2403,Hawaii,Minnesota,695.0,2021,Estimate
2404,Idaho,Minnesota,706.0,2021,Estimate
2405,Illinois,Minnesota,2712.0,2021,Estimate
2406,Indiana,Minnesota,2362.0,2021,Estimate
2407,Iowa,Minnesota,7893.0,2021,Estimate
2408,Kansas,Minnesota,1962.0,2021,Estimate
2409,Kentucky,Minnesota,680.0,2021,Estimate
2410,Louisiana,Minnesota,815.0,2021,Estimate
2411,Maine,Minnesota,298.0,2021,Estimate
2412,Maryland,Minnesota,866.0,2021,Estimate
2413,Massachusetts,Minnesota,1836.0,2021,Estimate
2414,Michigan,Minnesota,3258.0,2021,Estimate
2415,Minnesota,Minnesota,,2021,Estimate
2416,Mississippi,Minnesota,268.0,2021,Estimate
2417,Missouri,Minnesota,933.0,2021,Estimate
2418,Montana,Minnesota,1089.0,2021,Estimate
2419,Nebraska,Minnesota,2695.0,2021,Estimate
2420,Nevada,Minnesota,1530.0,2021,Estimate
2421,New Hampshire,Minnesota,300.0,2021,Estimate
2422,New Jersey,Minnesota,385.0,2021,Estimate
2423,New Mexico,Minnesota,906.0,2021,Estimate
2424,New York,Minnesota,2538.0,2021,Estimate
2425,North Carolina,Minnesota,2360.0,2021,Estimate
2426,North Dakota,Minnesota,15897.0,2021,Estimate
2427,Ohio,Minnesota,2060.0,2021,Estimate
2428,Oklahoma,Minnesota,1054.0,2021,Estimate
2429,Oregon,Minnesota,1335.0,2021,Estimate
2430,Pennsylvania,Minnesota,890.0,2021,Estimate
2431,Rhode Island,Minnesota,160.0,2021,Estimate
2432,South Carolina,Minnesota,1816.0,2021,Estimate
2433,South Dakota,Minnesota,4390.0,2021,Estimate
2434,Tennessee,Minnesota,1634.0,2021,Estimate
2435,Texas,Minnesota,9977.0,2021,Estimate
2436,Utah,Minnesota,1183.0,2021,Estimate
2437,Vermont,Minnesota,48.0,2021,Estimate
2438,Virginia,Minnesota,1612.0,2021,Estimate
2439,Washington,Minnesota,2252.0,2021,Estimate
2440,West Virginia,Minnesota,127.0,2021,Estimate
2441,Wisconsin,Minnesota,20941.0,2021,Estimate
2442,Wyoming,Minnesota,236.0,2021,Estimate
2443,Puerto Rico,Minnesota,0.0,2021,Estimate
2444,Alabama,Minnesota,409.0,2021,MOE
2445,Alaska,Minnesota,264.0,2021,MOE
2446,Arizona,Minnesota,2745.0,2021,MOE
2447,Arkansas,Minnesota,949.0,2021,MOE
2448,California,Minnesota,1919.0,2021,MOE
2449,Colorado,Minnesota,1637.0,2021,MOE
2450,Connecticut,Minnesota,1546.0,2021,MOE
2451,Delaware,Minnesota,147.0,2021,MOE
2452,District of Columbia ,Minnesota,504.0,2021,MOE
2453,Florida,Minnesota,2660.0,2021,MOE
2454,Georgia,Minnesota,1453.0,2021,MOE
2455,Hawaii,Minnesota,448.0,2021,MOE
2456,Idaho,Minnesota,466.0,2021,MOE
2457,Illinois,Minnesota,1005.0,2021,MOE
2458,Indiana,Minnesota,1142.0,2021,MOE
2459,Iowa,Minnesota,1553.0,2021,MOE
2460,Kansas,Minnesota,1146.0,2021,MOE
2461,Kentucky,Minnesota,656.0,2021,MOE
2462,Louisiana,Minnesota,718.0,2021,MOE
2463,Maine,Minnesota,316.0,2021,MOE
2464,Maryland,Minnesota,576.0,2021,MOE
2465,Massachusetts,Minnesota,1080.0,2021,MOE
2466,Michigan,Minnesota,1802.0,2021,MOE
2467,Minnesota,Minnesota,,2021,MOE
2468,Mississippi,Minnesota,188.0,2021,MOE
2469,Missouri,Minnesota,620.0,2021,MOE
2470,Montana,Minnesota,520.0,2021,MOE
2471,Nebraska,Minnesota,1289.0,2021,MOE
2472,Nevada,Minnesota,949.0,2021,MOE
2473,New Hampshire,Minnesota,274.0,2021,MOE
2474,New Jersey,Minnesota,289.0,2021,MOE
2475,New Mexico,Minnesota,569.0,2021,MOE
2476,New York,Minnesota,964.0,2021,MOE
2477,North Carolina,Minnesota,1374.0,2021,MOE
2478,North Dakota,Minnesota,4249.0,2021,MOE
2479,Ohio,Minnesota,818.0,2021,MOE
2480,Oklahoma,Minnesota,659.0,2021,MOE
2481,Oregon,Minnesota,795.0,2021,MOE
2482,Pennsylvania,Minnesota,494.0,2021,MOE
2483,Rhode Island,Minnesota,270.0,2021,MOE
2484,South Carolina,Minnesota,1181.0,2021,MOE
2485,South Dakota,Minnesota,1411.0,2021,MOE
2486,Tennessee,Minnesota,1129.0,2021,MOE
2487,Texas,Minnesota,3104.0,2021,MOE
2488,Utah,Minnesota,874.0,2021,MOE
2489,Vermont,Minnesota,83.0,2021,MOE
2490,Virginia,Minnesota,913.0,2021,MOE
2491,Washington,Minnesota,953.0,2021,MOE
2492,West Virginia,Minnesota,217.0,2021,MOE
2493,Wisconsin,Minnesota,2720.0,2021,MOE
2494,Wyoming,Minnesota,296.0,2021,MOE
2495,Puerto Rico,Minnesota,254.0,2021,MOE
2496,Alabama,Mississippi,4186.0,2021,Estimate
2497,Alaska,Mississippi,0.0,2021,Estimate
2498,Arizona,Mississippi,1890.0,2021,Estimate
2499,Arkansas,Mississippi,1535.0,2021,Estimate
2500,California,Mississippi,1821.0,2021,Estimate
2501,Colorado,Mississippi,1191.0,2021,Estimate
2502,Connecticut,Mississippi,0.0,2021,Estimate
2503,Delaware,Mississippi,6.0,2021,Estimate
2504,District of Columbia ,Mississippi,29.0,2021,Estimate
2505,Florida,Mississippi,4522.0,2021,Estimate
2506,Georgia,Mississippi,4992.0,2021,Estimate
2507,Hawaii,Mississippi,1048.0,2021,Estimate
2508,Idaho,Mississippi,20.0,2021,Estimate
2509,Illinois,Mississippi,2520.0,2021,Estimate
2510,Indiana,Mississippi,621.0,2021,Estimate
2511,Iowa,Mississippi,246.0,2021,Estimate
2512,Kansas,Mississippi,980.0,2021,Estimate
2513,Kentucky,Mississippi,308.0,2021,Estimate
2514,Louisiana,Mississippi,7301.0,2021,Estimate
2515,Maine,Mississippi,0.0,2021,Estimate
2516,Maryland,Mississippi,846.0,2021,Estimate
2517,Massachusetts,Mississippi,42.0,2021,Estimate
2518,Michigan,Mississippi,253.0,2021,Estimate
2519,Minnesota,Mississippi,7.0,2021,Estimate
2520,Mississippi,Mississippi,,2021,Estimate
2521,Missouri,Mississippi,2718.0,2021,Estimate
2522,Montana,Mississippi,50.0,2021,Estimate
2523,Nebraska,Mississippi,83.0,2021,Estimate
2524,Nevada,Mississippi,435.0,2021,Estimate
2525,New Hampshire,Mississippi,388.0,2021,Estimate
2526,New Jersey,Mississippi,0.0,2021,Estimate
2527,New Mexico,Mississippi,244.0,2021,Estimate
2528,New York,Mississippi,151.0,2021,Estimate
2529,North Carolina,Mississippi,695.0,2021,Estimate
2530,North Dakota,Mississippi,223.0,2021,Estimate
2531,Ohio,Mississippi,1048.0,2021,Estimate
2532,Oklahoma,Mississippi,178.0,2021,Estimate
2533,Oregon,Mississippi,781.0,2021,Estimate
2534,Pennsylvania,Mississippi,373.0,2021,Estimate
2535,Rhode Island,Mississippi,0.0,2021,Estimate
2536,South Carolina,Mississippi,611.0,2021,Estimate
2537,South Dakota,Mississippi,0.0,2021,Estimate
2538,Tennessee,Mississippi,6132.0,2021,Estimate
2539,Texas,Mississippi,6079.0,2021,Estimate
2540,Utah,Mississippi,217.0,2021,Estimate
2541,Vermont,Mississippi,0.0,2021,Estimate
2542,Virginia,Mississippi,1051.0,2021,Estimate
2543,Washington,Mississippi,1051.0,2021,Estimate
2544,West Virginia,Mississippi,0.0,2021,Estimate
2545,Wisconsin,Mississippi,205.0,2021,Estimate
2546,Wyoming,Mississippi,36.0,2021,Estimate
2547,Puerto Rico,Mississippi,0.0,2021,Estimate
2548,Alabama,Mississippi,1636.0,2021,MOE
2549,Alaska,Mississippi,184.0,2021,MOE
2550,Arizona,Mississippi,1080.0,2021,MOE
2551,Arkansas,Mississippi,1046.0,2021,MOE
2552,California,Mississippi,877.0,2021,MOE
2553,Colorado,Mississippi,1068.0,2021,MOE
2554,Connecticut,Mississippi,217.0,2021,MOE
2555,Delaware,Mississippi,16.0,2021,MOE
2556,District of Columbia ,Mississippi,67.0,2021,MOE
2557,Florida,Mississippi,2255.0,2021,MOE
2558,Georgia,Mississippi,1911.0,2021,MOE
2559,Hawaii,Mississippi,940.0,2021,MOE
2560,Idaho,Mississippi,34.0,2021,MOE
2561,Illinois,Mississippi,1309.0,2021,MOE
2562,Indiana,Mississippi,485.0,2021,MOE
2563,Iowa,Mississippi,247.0,2021,MOE
2564,Kansas,Mississippi,689.0,2021,MOE
2565,Kentucky,Mississippi,289.0,2021,MOE
2566,Louisiana,Mississippi,3009.0,2021,MOE
2567,Maine,Mississippi,182.0,2021,MOE
2568,Maryland,Mississippi,845.0,2021,MOE
2569,Massachusetts,Mississippi,74.0,2021,MOE
2570,Michigan,Mississippi,225.0,2021,MOE
2571,Minnesota,Mississippi,12.0,2021,MOE
2572,Mississippi,Mississippi,,2021,MOE
2573,Missouri,Mississippi,833.0,2021,MOE
2574,Montana,Mississippi,92.0,2021,MOE
2575,Nebraska,Mississippi,104.0,2021,MOE
2576,Nevada,Mississippi,383.0,2021,MOE
2577,New Hampshire,Mississippi,485.0,2021,MOE
2578,New Jersey,Mississippi,222.0,2021,MOE
2579,New Mexico,Mississippi,205.0,2021,MOE
2580,New York,Mississippi,163.0,2021,MOE
2581,North Carolina,Mississippi,447.0,2021,MOE
2582,North Dakota,Mississippi,348.0,2021,MOE
2583,Ohio,Mississippi,1275.0,2021,MOE
2584,Oklahoma,Mississippi,291.0,2021,MOE
2585,Oregon,Mississippi,833.0,2021,MOE
2586,Pennsylvania,Mississippi,317.0,2021,MOE
2587,Rhode Island,Mississippi,232.0,2021,MOE
2588,South Carolina,Mississippi,404.0,2021,MOE
2589,South Dakota,Mississippi,170.0,2021,MOE
2590,Tennessee,Mississippi,2564.0,2021,MOE
2591,Texas,Mississippi,2054.0,2021,MOE
2592,Utah,Mississippi,185.0,2021,MOE
2593,Vermont,Mississippi,165.0,2021,MOE
2594,Virginia,Mississippi,724.0,2021,MOE
2595,Washington,Mississippi,1005.0,2021,MOE
2596,West Virginia,Mississippi,216.0,2021,MOE
2597,Wisconsin,Mississippi,202.0,2021,MOE
2598,Wyoming,Mississippi,54.0,2021,MOE
2599,Puerto Rico,Mississippi,254.0,2021,MOE
2600,Alabama,Missouri,2380.0,2021,Estimate
2601,Alaska,Missouri,0.0,2021,Estimate
2602,Arizona,Missouri,2730.0,2021,Estimate
2603,Arkansas,Missouri,6754.0,2021,Estimate
2604,California,Missouri,5200.0,2021,Estimate
2605,Colorado,Missouri,6225.0,2021,Estimate
2606,Connecticut,Missouri,318.0,2021,Estimate
2607,Delaware,Missouri,424.0,2021,Estimate
2608,District of Columbia ,Missouri,87.0,2021,Estimate
2609,Florida,Missouri,11010.0,2021,Estimate
2610,Georgia,Missouri,2867.0,2021,Estimate
2611,Hawaii,Missouri,605.0,2021,Estimate
2612,Idaho,Missouri,642.0,2021,Estimate
2613,Illinois,Missouri,13596.0,2021,Estimate
2614,Indiana,Missouri,3180.0,2021,Estimate
2615,Iowa,Missouri,3912.0,2021,Estimate
2616,Kansas,Missouri,24292.0,2021,Estimate
2617,Kentucky,Missouri,2097.0,2021,Estimate
2618,Louisiana,Missouri,801.0,2021,Estimate
2619,Maine,Missouri,277.0,2021,Estimate
2620,Maryland,Missouri,684.0,2021,Estimate
2621,Massachusetts,Missouri,631.0,2021,Estimate
2622,Michigan,Missouri,3862.0,2021,Estimate
2623,Minnesota,Missouri,3191.0,2021,Estimate
2624,Mississippi,Missouri,1750.0,2021,Estimate
2625,Missouri,Missouri,,2021,Estimate
2626,Montana,Missouri,262.0,2021,Estimate
2627,Nebraska,Missouri,2097.0,2021,Estimate
2628,Nevada,Missouri,2251.0,2021,Estimate
2629,New Hampshire,Missouri,795.0,2021,Estimate
2630,New Jersey,Missouri,1601.0,2021,Estimate
2631,New Mexico,Missouri,454.0,2021,Estimate
2632,New York,Missouri,2875.0,2021,Estimate
2633,North Carolina,Missouri,2263.0,2021,Estimate
2634,North Dakota,Missouri,732.0,2021,Estimate
2635,Ohio,Missouri,2773.0,2021,Estimate
2636,Oklahoma,Missouri,3106.0,2021,Estimate
2637,Oregon,Missouri,739.0,2021,Estimate
2638,Pennsylvania,Missouri,2269.0,2021,Estimate
2639,Rhode Island,Missouri,29.0,2021,Estimate
2640,South Carolina,Missouri,1736.0,2021,Estimate
2641,South Dakota,Missouri,354.0,2021,Estimate
2642,Tennessee,Missouri,3595.0,2021,Estimate
2643,Texas,Missouri,11369.0,2021,Estimate
2644,Utah,Missouri,952.0,2021,Estimate
2645,Vermont,Missouri,113.0,2021,Estimate
2646,Virginia,Missouri,2607.0,2021,Estimate
2647,Washington,Missouri,4271.0,2021,Estimate
2648,West Virginia,Missouri,0.0,2021,Estimate
2649,Wisconsin,Missouri,2631.0,2021,Estimate
2650,Wyoming,Missouri,348.0,2021,Estimate
2651,Puerto Rico,Missouri,118.0,2021,Estimate
2652,Alabama,Missouri,1320.0,2021,MOE
2653,Alaska,Missouri,184.0,2021,MOE
2654,Arizona,Missouri,1038.0,2021,MOE
2655,Arkansas,Missouri,2436.0,2021,MOE
2656,California,Missouri,1807.0,2021,MOE
2657,Colorado,Missouri,1992.0,2021,MOE
2658,Connecticut,Missouri,356.0,2021,MOE
2659,Delaware,Missouri,391.0,2021,MOE
2660,District of Columbia ,Missouri,108.0,2021,MOE
2661,Florida,Missouri,2828.0,2021,MOE
2662,Georgia,Missouri,2435.0,2021,MOE
2663,Hawaii,Missouri,436.0,2021,MOE
2664,Idaho,Missouri,424.0,2021,MOE
2665,Illinois,Missouri,2423.0,2021,MOE
2666,Indiana,Missouri,1243.0,2021,MOE
2667,Iowa,Missouri,1168.0,2021,MOE
2668,Kansas,Missouri,3509.0,2021,MOE
2669,Kentucky,Missouri,927.0,2021,MOE
2670,Louisiana,Missouri,612.0,2021,MOE
2671,Maine,Missouri,379.0,2021,MOE
2672,Maryland,Missouri,443.0,2021,MOE
2673,Massachusetts,Missouri,460.0,2021,MOE
2674,Michigan,Missouri,1278.0,2021,MOE
2675,Minnesota,Missouri,1317.0,2021,MOE
2676,Mississippi,Missouri,1004.0,2021,MOE
2677,Missouri,Missouri,,2021,MOE
2678,Montana,Missouri,227.0,2021,MOE
2679,Nebraska,Missouri,838.0,2021,MOE
2680,Nevada,Missouri,1150.0,2021,MOE
2681,New Hampshire,Missouri,1135.0,2021,MOE
2682,New Jersey,Missouri,868.0,2021,MOE
2683,New Mexico,Missouri,294.0,2021,MOE
2684,New York,Missouri,1216.0,2021,MOE
2685,North Carolina,Missouri,1049.0,2021,MOE
2686,North Dakota,Missouri,1038.0,2021,MOE
2687,Ohio,Missouri,986.0,2021,MOE
2688,Oklahoma,Missouri,1058.0,2021,MOE
2689,Oregon,Missouri,565.0,2021,MOE
2690,Pennsylvania,Missouri,1073.0,2021,MOE
2691,Rhode Island,Missouri,54.0,2021,MOE
2692,South Carolina,Missouri,1171.0,2021,MOE
2693,South Dakota,Missouri,305.0,2021,MOE
2694,Tennessee,Missouri,1147.0,2021,MOE
2695,Texas,Missouri,3167.0,2021,MOE
2696,Utah,Missouri,618.0,2021,MOE
2697,Vermont,Missouri,187.0,2021,MOE
2698,Virginia,Missouri,1492.0,2021,MOE
2699,Washington,Missouri,2773.0,2021,MOE
2700,West Virginia,Missouri,216.0,2021,MOE
2701,Wisconsin,Missouri,947.0,2021,MOE
2702,Wyoming,Missouri,262.0,2021,MOE
2703,Puerto Rico,Missouri,194.0,2021,MOE
2704,Alabama,Montana,0.0,2021,Estimate
2705,Alaska,Montana,867.0,2021,Estimate
2706,Arizona,Montana,4728.0,2021,Estimate
2707,Arkansas,Montana,0.0,2021,Estimate
2708,California,Montana,2049.0,2021,Estimate
2709,Colorado,Montana,741.0,2021,Estimate
2710,Connecticut,Montana,0.0,2021,Estimate
2711,Delaware,Montana,0.0,2021,Estimate
2712,District of Columbia ,Montana,65.0,2021,Estimate
2713,Florida,Montana,1041.0,2021,Estimate
2714,Georgia,Montana,394.0,2021,Estimate
2715,Hawaii,Montana,681.0,2021,Estimate
2716,Idaho,Montana,1051.0,2021,Estimate
2717,Illinois,Montana,431.0,2021,Estimate
2718,Indiana,Montana,184.0,2021,Estimate
2719,Iowa,Montana,293.0,2021,Estimate
2720,Kansas,Montana,256.0,2021,Estimate
2721,Kentucky,Montana,443.0,2021,Estimate
2722,Louisiana,Montana,0.0,2021,Estimate
2723,Maine,Montana,14.0,2021,Estimate
2724,Maryland,Montana,154.0,2021,Estimate
2725,Massachusetts,Montana,684.0,2021,Estimate
2726,Michigan,Montana,474.0,2021,Estimate
2727,Minnesota,Montana,822.0,2021,Estimate
2728,Mississippi,Montana,38.0,2021,Estimate
2729,Missouri,Montana,502.0,2021,Estimate
2730,Montana,Montana,,2021,Estimate
2731,Nebraska,Montana,375.0,2021,Estimate
2732,Nevada,Montana,1178.0,2021,Estimate
2733,New Hampshire,Montana,198.0,2021,Estimate
2734,New Jersey,Montana,0.0,2021,Estimate
2735,New Mexico,Montana,153.0,2021,Estimate
2736,New York,Montana,558.0,2021,Estimate
2737,North Carolina,Montana,233.0,2021,Estimate
2738,North Dakota,Montana,1020.0,2021,Estimate
2739,Ohio,Montana,100.0,2021,Estimate
2740,Oklahoma,Montana,539.0,2021,Estimate
2741,Oregon,Montana,1062.0,2021,Estimate
2742,Pennsylvania,Montana,74.0,2021,Estimate
2743,Rhode Island,Montana,79.0,2021,Estimate
2744,South Carolina,Montana,90.0,2021,Estimate
2745,South Dakota,Montana,290.0,2021,Estimate
2746,Tennessee,Montana,1061.0,2021,Estimate
2747,Texas,Montana,1627.0,2021,Estimate
2748,Utah,Montana,229.0,2021,Estimate
2749,Vermont,Montana,70.0,2021,Estimate
2750,Virginia,Montana,771.0,2021,Estimate
2751,Washington,Montana,3740.0,2021,Estimate
2752,West Virginia,Montana,0.0,2021,Estimate
2753,Wisconsin,Montana,191.0,2021,Estimate
2754,Wyoming,Montana,810.0,2021,Estimate
2755,Puerto Rico,Montana,0.0,2021,Estimate
2756,Alabama,Montana,216.0,2021,MOE
2757,Alaska,Montana,851.0,2021,MOE
2758,Arizona,Montana,2604.0,2021,MOE
2759,Arkansas,Montana,213.0,2021,MOE
2760,California,Montana,894.0,2021,MOE
2761,Colorado,Montana,323.0,2021,MOE
2762,Connecticut,Montana,217.0,2021,MOE
2763,Delaware,Montana,210.0,2021,MOE
2764,District of Columbia ,Montana,78.0,2021,MOE
2765,Florida,Montana,1069.0,2021,MOE
2766,Georgia,Montana,580.0,2021,MOE
2767,Hawaii,Montana,1046.0,2021,MOE
2768,Idaho,Montana,586.0,2021,MOE
2769,Illinois,Montana,328.0,2021,MOE
2770,Indiana,Montana,297.0,2021,MOE
2771,Iowa,Montana,195.0,2021,MOE
2772,Kansas,Montana,252.0,2021,MOE
2773,Kentucky,Montana,590.0,2021,MOE
2774,Louisiana,Montana,230.0,2021,MOE
2775,Maine,Montana,24.0,2021,MOE
2776,Maryland,Montana,195.0,2021,MOE
2777,Massachusetts,Montana,608.0,2021,MOE
2778,Michigan,Montana,452.0,2021,MOE
2779,Minnesota,Montana,620.0,2021,MOE
2780,Mississippi,Montana,80.0,2021,MOE
2781,Missouri,Montana,624.0,2021,MOE
2782,Montana,Montana,,2021,MOE
2783,Nebraska,Montana,278.0,2021,MOE
2784,Nevada,Montana,769.0,2021,MOE
2785,New Hampshire,Montana,279.0,2021,MOE
2786,New Jersey,Montana,222.0,2021,MOE
2787,New Mexico,Montana,175.0,2021,MOE
2788,New York,Montana,528.0,2021,MOE
2789,North Carolina,Montana,308.0,2021,MOE
2790,North Dakota,Montana,484.0,2021,MOE
2791,Ohio,Montana,117.0,2021,MOE
2792,Oklahoma,Montana,331.0,2021,MOE
2793,Oregon,Montana,735.0,2021,MOE
2794,Pennsylvania,Montana,117.0,2021,MOE
2795,Rhode Island,Montana,128.0,2021,MOE
2796,South Carolina,Montana,120.0,2021,MOE
2797,South Dakota,Montana,289.0,2021,MOE
2798,Tennessee,Montana,1324.0,2021,MOE
2799,Texas,Montana,1217.0,2021,MOE
2800,Utah,Montana,234.0,2021,MOE
2801,Vermont,Montana,122.0,2021,MOE
2802,Virginia,Montana,707.0,2021,MOE
2803,Washington,Montana,1524.0,2021,MOE
2804,West Virginia,Montana,216.0,2021,MOE
2805,Wisconsin,Montana,210.0,2021,MOE
2806,Wyoming,Montana,503.0,2021,MOE
2807,Puerto Rico,Montana,254.0,2021,MOE
2808,Alabama,Nebraska,64.0,2021,Estimate
2809,Alaska,Nebraska,9.0,2021,Estimate
2810,Arizona,Nebraska,2288.0,2021,Estimate
