,To,From,Value,Year,Type
568,West Virginia,Colorado,608.0,2010,Estimate
569,Wisconsin,Colorado,1890.0,2010,Estimate
570,Wyoming,Colorado,4390.0,2010,Estimate
571,Puerto Rico,Colorado,388.0,2010,Estimate
572,Alabama,Colorado,778.0,2010,MOE
573,Alaska,Colorado,866.0,2010,MOE
574,Arizona,Colorado,2494.0,2010,MOE
575,Arkansas,Colorado,1149.0,2010,MOE
576,California,Colorado,3236.0,2010,MOE
577,Colorado,Colorado,,2010,MOE
578,Connecticut,Colorado,487.0,2010,MOE
579,Delaware,Colorado,249.0,2010,MOE
580,District of Columbia ,Colorado,637.0,2010,MOE
581,Florida,Colorado,1941.0,2010,MOE
582,Georgia,Colorado,2058.0,2010,MOE
583,Hawaii,Colorado,667.0,2010,MOE
584,Idaho,Colorado,867.0,2010,MOE
585,Illinois,Colorado,1360.0,2010,MOE
586,Indiana,Colorado,658.0,2010,MOE
587,Iowa,Colorado,865.0,2010,MOE
588,Kansas,Colorado,2519.0,2010,MOE
589,Kentucky,Colorado,363.0,2010,MOE
590,Louisiana,Colorado,567.0,2010,MOE
591,Maine,Colorado,377.0,2010,MOE
592,Maryland,Colorado,1523.0,2010,MOE
593,Massachusetts,Colorado,527.0,2010,MOE
594,Michigan,Colorado,695.0,2010,MOE
595,Minnesota,Colorado,1122.0,2010,MOE
596,Mississippi,Colorado,854.0,2010,MOE
597,Missouri,Colorado,781.0,2010,MOE
598,Montana,Colorado,870.0,2010,MOE
599,Nebraska,Colorado,1393.0,2010,MOE
600,Nevada,Colorado,1969.0,2010,MOE
601,New Hampshire,Colorado,250.0,2010,MOE
602,New Jersey,Colorado,590.0,2010,MOE
603,New Mexico,Colorado,1095.0,2010,MOE
604,New York,Colorado,1173.0,2010,MOE
605,North Carolina,Colorado,1052.0,2010,MOE
606,North Dakota,Colorado,614.0,2010,MOE
607,Ohio,Colorado,1134.0,2010,MOE
608,Oklahoma,Colorado,1286.0,2010,MOE
609,Oregon,Colorado,924.0,2010,MOE
610,Pennsylvania,Colorado,1375.0,2010,MOE
611,Rhode Island,Colorado,98.0,2010,MOE
612,South Carolina,Colorado,1378.0,2010,MOE
613,South Dakota,Colorado,447.0,2010,MOE
614,Tennessee,Colorado,1182.0,2010,MOE
615,Texas,Colorado,3311.0,2010,MOE
616,Utah,Colorado,1226.0,2010,MOE
617,Vermont,Colorado,238.0,2010,MOE
618,Virginia,Colorado,1571.0,2010,MOE
619,Washington,Colorado,1316.0,2010,MOE
620,West Virginia,Colorado,553.0,2010,MOE
621,Wisconsin,Colorado,806.0,2010,MOE
622,Wyoming,Colorado,1357.0,2010,MOE
623,Puerto Rico,Colorado,492.0,2010,MOE
624,Alabama,Connecticut,454.0,2010,Estimate
625,Alaska,Connecticut,0.0,2010,Estimate
626,Arizona,Connecticut,479.0,2010,Estimate
627,Arkansas,Connecticut,451.0,2010,Estimate
628,California,Connecticut,4631.0,2010,Estimate
629,Colorado,Connecticut,459.0,2010,Estimate
630,Connecticut,Connecticut,,2010,Estimate
631,Delaware,Connecticut,714.0,2010,Estimate
632,District of Columbia ,Connecticut,926.0,2010,Estimate
633,Florida,Connecticut,11183.0,2010,Estimate
634,Georgia,Connecticut,2619.0,2010,Estimate
635,Hawaii,Connecticut,307.0,2010,Estimate
636,Idaho,Connecticut,0.0,2010,Estimate
637,Illinois,Connecticut,2264.0,2010,Estimate
638,Indiana,Connecticut,544.0,2010,Estimate
639,Iowa,Connecticut,114.0,2010,Estimate
640,Kansas,Connecticut,85.0,2010,Estimate
641,Kentucky,Connecticut,698.0,2010,Estimate
642,Louisiana,Connecticut,89.0,2010,Estimate
643,Maine,Connecticut,1361.0,2010,Estimate
644,Maryland,Connecticut,1603.0,2010,Estimate
645,Massachusetts,Connecticut,13270.0,2010,Estimate
646,Michigan,Connecticut,277.0,2010,Estimate
647,Minnesota,Connecticut,211.0,2010,Estimate
648,Mississippi,Connecticut,71.0,2010,Estimate
649,Missouri,Connecticut,243.0,2010,Estimate
650,Montana,Connecticut,128.0,2010,Estimate
651,Nebraska,Connecticut,361.0,2010,Estimate
652,Nevada,Connecticut,648.0,2010,Estimate
653,New Hampshire,Connecticut,3134.0,2010,Estimate
654,New Jersey,Connecticut,2503.0,2010,Estimate
655,New Mexico,Connecticut,25.0,2010,Estimate
656,New York,Connecticut,15338.0,2010,Estimate
657,North Carolina,Connecticut,3752.0,2010,Estimate
658,North Dakota,Connecticut,30.0,2010,Estimate
659,Ohio,Connecticut,1307.0,2010,Estimate
660,Oklahoma,Connecticut,68.0,2010,Estimate
661,Oregon,Connecticut,270.0,2010,Estimate
662,Pennsylvania,Connecticut,4007.0,2010,Estimate
663,Rhode Island,Connecticut,4090.0,2010,Estimate
664,South Carolina,Connecticut,3998.0,2010,Estimate
665,South Dakota,Connecticut,0.0,2010,Estimate
666,Tennessee,Connecticut,765.0,2010,Estimate
667,Texas,Connecticut,924.0,2010,Estimate
668,Utah,Connecticut,119.0,2010,Estimate
669,Vermont,Connecticut,1287.0,2010,Estimate
670,Virginia,Connecticut,2468.0,2010,Estimate
671,Washington,Connecticut,642.0,2010,Estimate
672,West Virginia,Connecticut,84.0,2010,Estimate
673,Wisconsin,Connecticut,359.0,2010,Estimate
674,Wyoming,Connecticut,0.0,2010,Estimate
675,Puerto Rico,Connecticut,899.0,2010,Estimate
676,Alabama,Connecticut,694.0,2010,MOE
677,Alaska,Connecticut,246.0,2010,MOE
678,Arizona,Connecticut,386.0,2010,MOE
679,Arkansas,Connecticut,315.0,2010,MOE
680,California,Connecticut,1802.0,2010,MOE
681,Colorado,Connecticut,360.0,2010,MOE
682,Connecticut,Connecticut,,2010,MOE
683,Delaware,Connecticut,693.0,2010,MOE
684,District of Columbia ,Connecticut,592.0,2010,MOE
685,Florida,Connecticut,2730.0,2010,MOE
686,Georgia,Connecticut,1473.0,2010,MOE
687,Hawaii,Connecticut,392.0,2010,MOE
688,Idaho,Connecticut,267.0,2010,MOE
689,Illinois,Connecticut,1125.0,2010,MOE
690,Indiana,Connecticut,404.0,2010,MOE
691,Iowa,Connecticut,155.0,2010,MOE
692,Kansas,Connecticut,140.0,2010,MOE
693,Kentucky,Connecticut,710.0,2010,MOE
694,Louisiana,Connecticut,120.0,2010,MOE
695,Maine,Connecticut,689.0,2010,MOE
696,Maryland,Connecticut,798.0,2010,MOE
697,Massachusetts,Connecticut,2422.0,2010,MOE
698,Michigan,Connecticut,303.0,2010,MOE
699,Minnesota,Connecticut,259.0,2010,MOE
700,Mississippi,Connecticut,140.0,2010,MOE
701,Missouri,Connecticut,282.0,2010,MOE
702,Montana,Connecticut,148.0,2010,MOE
703,Nebraska,Connecticut,562.0,2010,MOE
704,Nevada,Connecticut,868.0,2010,MOE
705,New Hampshire,Connecticut,1187.0,2010,MOE
706,New Jersey,Connecticut,1323.0,2010,MOE
707,New Mexico,Connecticut,41.0,2010,MOE
708,New York,Connecticut,2651.0,2010,MOE
709,North Carolina,Connecticut,1748.0,2010,MOE
710,North Dakota,Connecticut,47.0,2010,MOE
711,Ohio,Connecticut,819.0,2010,MOE
712,Oklahoma,Connecticut,129.0,2010,MOE
713,Oregon,Connecticut,273.0,2010,MOE
714,Pennsylvania,Connecticut,1559.0,2010,MOE
715,Rhode Island,Connecticut,1497.0,2010,MOE
716,South Carolina,Connecticut,2132.0,2010,MOE
717,South Dakota,Connecticut,223.0,2010,MOE
718,Tennessee,Connecticut,713.0,2010,MOE
719,Texas,Connecticut,551.0,2010,MOE
720,Utah,Connecticut,148.0,2010,MOE
721,Vermont,Connecticut,585.0,2010,MOE
722,Virginia,Connecticut,921.0,2010,MOE
723,Washington,Connecticut,450.0,2010,MOE
724,West Virginia,Connecticut,148.0,2010,MOE
725,Wisconsin,Connecticut,356.0,2010,MOE
726,Wyoming,Connecticut,269.0,2010,MOE
727,Puerto Rico,Connecticut,653.0,2010,MOE
728,Alabama,Delaware,811.0,2010,Estimate
729,Alaska,Delaware,0.0,2010,Estimate
730,Arizona,Delaware,738.0,2010,Estimate
731,Arkansas,Delaware,0.0,2010,Estimate
732,California,Delaware,643.0,2010,Estimate
733,Colorado,Delaware,486.0,2010,Estimate
734,Connecticut,Delaware,149.0,2010,Estimate
735,Delaware,Delaware,,2010,Estimate
736,District of Columbia ,Delaware,0.0,2010,Estimate
737,Florida,Delaware,3099.0,2010,Estimate
738,Georgia,Delaware,837.0,2010,Estimate
739,Hawaii,Delaware,0.0,2010,Estimate
740,Idaho,Delaware,0.0,2010,Estimate
741,Illinois,Delaware,56.0,2010,Estimate
742,Indiana,Delaware,0.0,2010,Estimate
743,Iowa,Delaware,0.0,2010,Estimate
744,Kansas,Delaware,238.0,2010,Estimate
745,Kentucky,Delaware,38.0,2010,Estimate
746,Louisiana,Delaware,0.0,2010,Estimate
747,Maine,Delaware,174.0,2010,Estimate
748,Maryland,Delaware,8340.0,2010,Estimate
749,Massachusetts,Delaware,131.0,2010,Estimate
750,Michigan,Delaware,167.0,2010,Estimate
751,Minnesota,Delaware,176.0,2010,Estimate
752,Mississippi,Delaware,0.0,2010,Estimate
753,Missouri,Delaware,314.0,2010,Estimate
754,Montana,Delaware,71.0,2010,Estimate
755,Nebraska,Delaware,177.0,2010,Estimate
756,Nevada,Delaware,0.0,2010,Estimate
757,New Hampshire,Delaware,0.0,2010,Estimate
758,New Jersey,Delaware,1543.0,2010,Estimate
759,New Mexico,Delaware,391.0,2010,Estimate
760,New York,Delaware,2603.0,2010,Estimate
761,North Carolina,Delaware,479.0,2010,Estimate
762,North Dakota,Delaware,0.0,2010,Estimate
763,Ohio,Delaware,15.0,2010,Estimate
764,Oklahoma,Delaware,109.0,2010,Estimate
765,Oregon,Delaware,0.0,2010,Estimate
766,Pennsylvania,Delaware,4608.0,2010,Estimate
767,Rhode Island,Delaware,0.0,2010,Estimate
768,South Carolina,Delaware,249.0,2010,Estimate
769,South Dakota,Delaware,0.0,2010,Estimate
770,Tennessee,Delaware,248.0,2010,Estimate
771,Texas,Delaware,704.0,2010,Estimate
772,Utah,Delaware,0.0,2010,Estimate
773,Vermont,Delaware,87.0,2010,Estimate
774,Virginia,Delaware,1265.0,2010,Estimate
775,Washington,Delaware,202.0,2010,Estimate
776,West Virginia,Delaware,556.0,2010,Estimate
777,Wisconsin,Delaware,351.0,2010,Estimate
778,Wyoming,Delaware,0.0,2010,Estimate
779,Puerto Rico,Delaware,0.0,2010,Estimate
780,Alabama,Delaware,694.0,2010,MOE
781,Alaska,Delaware,246.0,2010,MOE
782,Arizona,Delaware,774.0,2010,MOE
783,Arkansas,Delaware,273.0,2010,MOE
784,California,Delaware,408.0,2010,MOE
785,Colorado,Delaware,486.0,2010,MOE
786,Connecticut,Delaware,227.0,2010,MOE
787,Delaware,Delaware,,2010,MOE
788,District of Columbia ,Delaware,292.0,2010,MOE
789,Florida,Delaware,1603.0,2010,MOE
790,Georgia,Delaware,753.0,2010,MOE
791,Hawaii,Delaware,275.0,2010,MOE
792,Idaho,Delaware,267.0,2010,MOE
793,Illinois,Delaware,57.0,2010,MOE
794,Indiana,Delaware,267.0,2010,MOE
795,Iowa,Delaware,228.0,2010,MOE
796,Kansas,Delaware,275.0,2010,MOE
797,Kentucky,Delaware,64.0,2010,MOE
798,Louisiana,Delaware,281.0,2010,MOE
799,Maine,Delaware,229.0,2010,MOE
800,Maryland,Delaware,3099.0,2010,MOE
801,Massachusetts,Delaware,214.0,2010,MOE
802,Michigan,Delaware,160.0,2010,MOE
803,Minnesota,Delaware,171.0,2010,MOE
804,Mississippi,Delaware,287.0,2010,MOE
805,Missouri,Delaware,322.0,2010,MOE
806,Montana,Delaware,120.0,2010,MOE
807,Nebraska,Delaware,235.0,2010,MOE
808,Nevada,Delaware,309.0,2010,MOE
809,New Hampshire,Delaware,257.0,2010,MOE
810,New Jersey,Delaware,702.0,2010,MOE
811,New Mexico,Delaware,444.0,2010,MOE
812,New York,Delaware,1828.0,2010,MOE
813,North Carolina,Delaware,354.0,2010,MOE
814,North Dakota,Delaware,211.0,2010,MOE
815,Ohio,Delaware,25.0,2010,MOE
816,Oklahoma,Delaware,164.0,2010,MOE
817,Oregon,Delaware,277.0,2010,MOE
818,Pennsylvania,Delaware,1169.0,2010,MOE
819,Rhode Island,Delaware,291.0,2010,MOE
820,South Carolina,Delaware,274.0,2010,MOE
821,South Dakota,Delaware,223.0,2010,MOE
822,Tennessee,Delaware,254.0,2010,MOE
823,Texas,Delaware,533.0,2010,MOE
824,Utah,Delaware,267.0,2010,MOE
825,Vermont,Delaware,111.0,2010,MOE
826,Virginia,Delaware,828.0,2010,MOE
827,Washington,Delaware,198.0,2010,MOE
828,West Virginia,Delaware,506.0,2010,MOE
829,Wisconsin,Delaware,522.0,2010,MOE
830,Wyoming,Delaware,269.0,2010,MOE
831,Puerto Rico,Delaware,285.0,2010,MOE
832,Alabama,District of Columbia,211.0,2010,Estimate
833,Alaska,District of Columbia,14.0,2010,Estimate
834,Arizona,District of Columbia,0.0,2010,Estimate
835,Arkansas,District of Columbia,154.0,2010,Estimate
836,California,District of Columbia,3683.0,2010,Estimate
837,Colorado,District of Columbia,479.0,2010,Estimate
838,Connecticut,District of Columbia,331.0,2010,Estimate
839,Delaware,District of Columbia,432.0,2010,Estimate
840,District of Columbia ,District of Columbia,,2010,Estimate
841,Florida,District of Columbia,1110.0,2010,Estimate
842,Georgia,District of Columbia,1708.0,2010,Estimate
843,Hawaii,District of Columbia,0.0,2010,Estimate
844,Idaho,District of Columbia,144.0,2010,Estimate
845,Illinois,District of Columbia,1047.0,2010,Estimate
846,Indiana,District of Columbia,181.0,2010,Estimate
847,Iowa,District of Columbia,53.0,2010,Estimate
848,Kansas,District of Columbia,0.0,2010,Estimate
849,Kentucky,District of Columbia,147.0,2010,Estimate
850,Louisiana,District of Columbia,264.0,2010,Estimate
851,Maine,District of Columbia,55.0,2010,Estimate
852,Maryland,District of Columbia,23202.0,2010,Estimate
853,Massachusetts,District of Columbia,1539.0,2010,Estimate
854,Michigan,District of Columbia,471.0,2010,Estimate
855,Minnesota,District of Columbia,306.0,2010,Estimate
856,Mississippi,District of Columbia,0.0,2010,Estimate
857,Missouri,District of Columbia,478.0,2010,Estimate
858,Montana,District of Columbia,0.0,2010,Estimate
859,Nebraska,District of Columbia,0.0,2010,Estimate
860,Nevada,District of Columbia,0.0,2010,Estimate
861,New Hampshire,District of Columbia,298.0,2010,Estimate
862,New Jersey,District of Columbia,431.0,2010,Estimate
863,New Mexico,District of Columbia,56.0,2010,Estimate
864,New York,District of Columbia,1983.0,2010,Estimate
865,North Carolina,District of Columbia,1691.0,2010,Estimate
866,North Dakota,District of Columbia,175.0,2010,Estimate
867,Ohio,District of Columbia,972.0,2010,Estimate
868,Oklahoma,District of Columbia,0.0,2010,Estimate
869,Oregon,District of Columbia,217.0,2010,Estimate
870,Pennsylvania,District of Columbia,1621.0,2010,Estimate
871,Rhode Island,District of Columbia,146.0,2010,Estimate
872,South Carolina,District of Columbia,38.0,2010,Estimate
873,South Dakota,District of Columbia,0.0,2010,Estimate
874,Tennessee,District of Columbia,394.0,2010,Estimate
875,Texas,District of Columbia,460.0,2010,Estimate
876,Utah,District of Columbia,138.0,2010,Estimate
877,Vermont,District of Columbia,9.0,2010,Estimate
878,Virginia,District of Columbia,10593.0,2010,Estimate
879,Washington,District of Columbia,243.0,2010,Estimate
880,West Virginia,District of Columbia,480.0,2010,Estimate
881,Wisconsin,District of Columbia,98.0,2010,Estimate
882,Wyoming,District of Columbia,0.0,2010,Estimate
883,Puerto Rico,District of Columbia,0.0,2010,Estimate
884,Alabama,District of Columbia,186.0,2010,MOE
885,Alaska,District of Columbia,23.0,2010,MOE
886,Arizona,District of Columbia,305.0,2010,MOE
887,Arkansas,District of Columbia,264.0,2010,MOE
888,California,District of Columbia,1306.0,2010,MOE
889,Colorado,District of Columbia,381.0,2010,MOE
890,Connecticut,District of Columbia,343.0,2010,MOE
891,Delaware,District of Columbia,467.0,2010,MOE
892,District of Columbia ,District of Columbia,,2010,MOE
893,Florida,District of Columbia,564.0,2010,MOE
894,Georgia,District of Columbia,1278.0,2010,MOE
895,Hawaii,District of Columbia,275.0,2010,MOE
896,Idaho,District of Columbia,233.0,2010,MOE
897,Illinois,District of Columbia,581.0,2010,MOE
898,Indiana,District of Columbia,156.0,2010,MOE
899,Iowa,District of Columbia,85.0,2010,MOE
900,Kansas,District of Columbia,248.0,2010,MOE
901,Kentucky,District of Columbia,210.0,2010,MOE
902,Louisiana,District of Columbia,228.0,2010,MOE
903,Maine,District of Columbia,89.0,2010,MOE
904,Maryland,District of Columbia,3764.0,2010,MOE
905,Massachusetts,District of Columbia,649.0,2010,MOE
906,Michigan,District of Columbia,272.0,2010,MOE
907,Minnesota,District of Columbia,353.0,2010,MOE
908,Mississippi,District of Columbia,287.0,2010,MOE
909,Missouri,District of Columbia,322.0,2010,MOE
910,Montana,District of Columbia,237.0,2010,MOE
911,Nebraska,District of Columbia,228.0,2010,MOE
912,Nevada,District of Columbia,309.0,2010,MOE
913,New Hampshire,District of Columbia,389.0,2010,MOE
914,New Jersey,District of Columbia,335.0,2010,MOE
915,New Mexico,District of Columbia,95.0,2010,MOE
916,New York,District of Columbia,820.0,2010,MOE
917,North Carolina,District of Columbia,548.0,2010,MOE
918,North Dakota,District of Columbia,275.0,2010,MOE
919,Ohio,District of Columbia,768.0,2010,MOE
920,Oklahoma,District of Columbia,253.0,2010,MOE
921,Oregon,District of Columbia,239.0,2010,MOE
922,Pennsylvania,District of Columbia,866.0,2010,MOE
923,Rhode Island,District of Columbia,240.0,2010,MOE
924,South Carolina,District of Columbia,63.0,2010,MOE
925,South Dakota,District of Columbia,223.0,2010,MOE
926,Tennessee,District of Columbia,484.0,2010,MOE
927,Texas,District of Columbia,400.0,2010,MOE
928,Utah,District of Columbia,168.0,2010,MOE
929,Vermont,District of Columbia,15.0,2010,MOE
930,Virginia,District of Columbia,2299.0,2010,MOE
931,Washington,District of Columbia,260.0,2010,MOE
932,West Virginia,District of Columbia,466.0,2010,MOE
933,Wisconsin,District of Columbia,118.0,2010,MOE
934,Wyoming,District of Columbia,269.0,2010,MOE
935,Puerto Rico,District of Columbia,285.0,2010,MOE
936,Alabama,Florida,15062.0,2010,Estimate
937,Alaska,Florida,2315.0,2010,Estimate
938,Arizona,Florida,7712.0,2010,Estimate
939,Arkansas,Florida,3578.0,2010,Estimate
940,California,Florida,20362.0,2010,Estimate
941,Colorado,Florida,8849.0,2010,Estimate
942,Connecticut,Florida,9207.0,2010,Estimate
943,Delaware,Florida,2362.0,2010,Estimate
944,District of Columbia ,Florida,1100.0,2010,Estimate
945,Florida,Florida,,2010,Estimate
946,Georgia,Florida,49901.0,2010,Estimate
947,Hawaii,Florida,4599.0,2010,Estimate
948,Idaho,Florida,612.0,2010,Estimate
949,Illinois,Florida,8051.0,2010,Estimate
950,Indiana,Florida,5496.0,2010,Estimate
951,Iowa,Florida,1364.0,2010,Estimate
952,Kansas,Florida,2863.0,2010,Estimate
953,Kentucky,Florida,10119.0,2010,Estimate
954,Louisiana,Florida,9394.0,2010,Estimate
955,Maine,Florida,3025.0,2010,Estimate
956,Maryland,Florida,6564.0,2010,Estimate
957,Massachusetts,Florida,11118.0,2010,Estimate
958,Michigan,Florida,11646.0,2010,Estimate
959,Minnesota,Florida,2575.0,2010,Estimate
960,Mississippi,Florida,4814.0,2010,Estimate
961,Missouri,Florida,8317.0,2010,Estimate
962,Montana,Florida,1373.0,2010,Estimate
963,Nebraska,Florida,1775.0,2010,Estimate
964,Nevada,Florida,3579.0,2010,Estimate
965,New Hampshire,Florida,1659.0,2010,Estimate
966,New Jersey,Florida,9841.0,2010,Estimate
967,New Mexico,Florida,3259.0,2010,Estimate
968,New York,Florida,30553.0,2010,Estimate
969,North Carolina,Florida,28983.0,2010,Estimate
970,North Dakota,Florida,492.0,2010,Estimate
971,Ohio,Florida,16495.0,2010,Estimate
972,Oklahoma,Florida,5438.0,2010,Estimate
973,Oregon,Florida,2273.0,2010,Estimate
974,Pennsylvania,Florida,18212.0,2010,Estimate
975,Rhode Island,Florida,1336.0,2010,Estimate
976,South Carolina,Florida,16060.0,2010,Estimate
977,South Dakota,Florida,251.0,2010,Estimate
978,Tennessee,Florida,14168.0,2010,Estimate
979,Texas,Florida,26668.0,2010,Estimate
980,Utah,Florida,2097.0,2010,Estimate
981,Vermont,Florida,2063.0,2010,Estimate
982,Virginia,Florida,18165.0,2010,Estimate
983,Washington,Florida,5378.0,2010,Estimate
984,West Virginia,Florida,1842.0,2010,Estimate
985,Wisconsin,Florida,4492.0,2010,Estimate
986,Wyoming,Florida,396.0,2010,Estimate
987,Puerto Rico,Florida,11262.0,2010,Estimate
988,Alabama,Florida,3138.0,2010,MOE
989,Alaska,Florida,1026.0,2010,MOE
990,Arizona,Florida,2149.0,2010,MOE
991,Arkansas,Florida,1239.0,2010,MOE
992,California,Florida,4008.0,2010,MOE
993,Colorado,Florida,2300.0,2010,MOE
994,Connecticut,Florida,2532.0,2010,MOE
995,Delaware,Florida,996.0,2010,MOE
996,District of Columbia ,Florida,609.0,2010,MOE
997,Florida,Florida,,2010,MOE
998,Georgia,Florida,5558.0,2010,MOE
999,Hawaii,Florida,2610.0,2010,MOE
1000,Idaho,Florida,508.0,2010,MOE
1001,Illinois,Florida,1715.0,2010,MOE
1002,Indiana,Florida,1564.0,2010,MOE
1003,Iowa,Florida,573.0,2010,MOE
1004,Kansas,Florida,1848.0,2010,MOE
1005,Kentucky,Florida,2893.0,2010,MOE
1006,Louisiana,Florida,2799.0,2010,MOE
1007,Maine,Florida,924.0,2010,MOE
1008,Maryland,Florida,1906.0,2010,MOE
1009,Massachusetts,Florida,2520.0,2010,MOE
1010,Michigan,Florida,2178.0,2010,MOE
1011,Minnesota,Florida,951.0,2010,MOE
1012,Mississippi,Florida,1372.0,2010,MOE
1013,Missouri,Florida,2320.0,2010,MOE
1014,Montana,Florida,1173.0,2010,MOE
1015,Nebraska,Florida,992.0,2010,MOE
1016,Nevada,Florida,2182.0,2010,MOE
1017,New Hampshire,Florida,699.0,2010,MOE
1018,New Jersey,Florida,2289.0,2010,MOE
1019,New Mexico,Florida,1428.0,2010,MOE
1020,New York,Florida,4156.0,2010,MOE
1021,North Carolina,Florida,4184.0,2010,MOE
1022,North Dakota,Florida,376.0,2010,MOE
1023,Ohio,Florida,2765.0,2010,MOE
1024,Oklahoma,Florida,1371.0,2010,MOE
1025,Oregon,Florida,1051.0,2010,MOE
1026,Pennsylvania,Florida,3129.0,2010,MOE
1027,Rhode Island,Florida,778.0,2010,MOE
1028,South Carolina,Florida,3907.0,2010,MOE
1029,South Dakota,Florida,242.0,2010,MOE
1030,Tennessee,Florida,3004.0,2010,MOE
1031,Texas,Florida,4238.0,2010,MOE
1032,Utah,Florida,1007.0,2010,MOE
1033,Vermont,Florida,1237.0,2010,MOE
1034,Virginia,Florida,3554.0,2010,MOE
1035,Washington,Florida,1314.0,2010,MOE
1036,West Virginia,Florida,825.0,2010,MOE
1037,Wisconsin,Florida,1416.0,2010,MOE
1038,Wyoming,Florida,347.0,2010,MOE
1039,Puerto Rico,Florida,2512.0,2010,MOE
1040,Alabama,Georgia,21644.0,2010,Estimate
1041,Alaska,Georgia,1251.0,2010,Estimate
1042,Arizona,Georgia,4261.0,2010,Estimate
1043,Arkansas,Georgia,3921.0,2010,Estimate
1044,California,Georgia,8820.0,2010,Estimate
1045,Colorado,Georgia,6445.0,2010,Estimate
1046,Connecticut,Georgia,748.0,2010,Estimate
1047,Delaware,Georgia,585.0,2010,Estimate
1048,District of Columbia ,Georgia,1597.0,2010,Estimate
1049,Florida,Georgia,35615.0,2010,Estimate
1050,Georgia,Georgia,,2010,Estimate
1051,Hawaii,Georgia,2013.0,2010,Estimate
1052,Idaho,Georgia,313.0,2010,Estimate
1053,Illinois,Georgia,6781.0,2010,Estimate
1054,Indiana,Georgia,1623.0,2010,Estimate
1055,Iowa,Georgia,973.0,2010,Estimate
1056,Kansas,Georgia,1916.0,2010,Estimate
1057,Kentucky,Georgia,6397.0,2010,Estimate
1058,Louisiana,Georgia,5766.0,2010,Estimate
1059,Maine,Georgia,844.0,2010,Estimate
1060,Maryland,Georgia,3454.0,2010,Estimate
1061,Massachusetts,Georgia,1409.0,2010,Estimate
1062,Michigan,Georgia,3913.0,2010,Estimate
1063,Minnesota,Georgia,1776.0,2010,Estimate
1064,Mississippi,Georgia,4014.0,2010,Estimate
1065,Missouri,Georgia,2492.0,2010,Estimate
1066,Montana,Georgia,46.0,2010,Estimate
1067,Nebraska,Georgia,1202.0,2010,Estimate
1068,Nevada,Georgia,1187.0,2010,Estimate
1069,New Hampshire,Georgia,0.0,2010,Estimate
1070,New Jersey,Georgia,4588.0,2010,Estimate
1071,New Mexico,Georgia,1977.0,2010,Estimate
1072,New York,Georgia,7676.0,2010,Estimate
1073,North Carolina,Georgia,15943.0,2010,Estimate
1074,North Dakota,Georgia,799.0,2010,Estimate
1075,Ohio,Georgia,9502.0,2010,Estimate
1076,Oklahoma,Georgia,3159.0,2010,Estimate
1077,Oregon,Georgia,688.0,2010,Estimate
1078,Pennsylvania,Georgia,4644.0,2010,Estimate
